"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Albania","Brown coal briquettes - production","1994","Metric tons,  thousand","2",""
"Albania","Brown coal briquettes - production","1993","Metric tons,  thousand","38",""
"Albania","Brown coal briquettes - production","1992","Metric tons,  thousand","37",""
"Albania","Brown coal briquettes - production","1991","Metric tons,  thousand","144",""
"Albania","Brown coal briquettes - production","1990","Metric tons,  thousand","267",""
"Albania","Brown coal briquettes - imports","2014","Metric tons,  thousand","394.49",""
"Albania","Brown coal briquettes - imports","2013","Metric tons,  thousand","304.12",""
"Albania","Brown coal briquettes - imports","2012","Metric tons,  thousand","347.87",""
"Albania","Brown coal briquettes - imports","2011","Metric tons,  thousand","296.69",""
"Albania","Brown coal briquettes - imports","2010","Metric tons,  thousand","233.71",""
"Albania","Brown coal briquettes - imports","2009","Metric tons,  thousand","212.29",""
"Albania","Brown coal briquettes - imports","2008","Metric tons,  thousand","12.75",""
"Albania","Brown Coal Briquettes - Final energy consumption","2014","Metric tons,  thousand","391.27",""
"Albania","Brown Coal Briquettes - Final energy consumption","2013","Metric tons,  thousand","304.12",""
"Albania","Brown Coal Briquettes - Final energy consumption","2012","Metric tons,  thousand","347.88",""
"Albania","Brown Coal Briquettes - Final energy consumption","2011","Metric tons,  thousand","296.7",""
"Albania","Brown Coal Briquettes - Final energy consumption","2010","Metric tons,  thousand","233.71",""
"Albania","Brown Coal Briquettes - Final energy consumption","2009","Metric tons,  thousand","212.29",""
"Albania","Brown Coal Briquettes - Final energy consumption","2008","Metric tons,  thousand","12.75",""
"Albania","Brown Coal Briquettes - Final energy consumption","1994","Metric tons,  thousand","2","1"
"Albania","Brown Coal Briquettes - Final energy consumption","1993","Metric tons,  thousand","38","1"
"Albania","Brown Coal Briquettes - Final energy consumption","1992","Metric tons,  thousand","37","1"
"Albania","Brown Coal Briquettes - Final energy consumption","1991","Metric tons,  thousand","144","1"
"Albania","Brown Coal Briquettes - Final energy consumption","1990","Metric tons,  thousand","267","1"
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2014","Metric tons,  thousand","369.16",""
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2013","Metric tons,  thousand","284.14",""
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2012","Metric tons,  thousand","327.9",""
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2011","Metric tons,  thousand","286.07",""
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2010","Metric tons,  thousand","233.71",""
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2009","Metric tons,  thousand","212.29",""
"Albania","Brown coal briquettes - consumption by manufacturing, construction and non-fuel mining industry","2008","Metric tons,  thousand","12.75",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2014","Metric tons,  thousand","369.16",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2013","Metric tons,  thousand","284.14",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2012","Metric tons,  thousand","327.9",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2011","Metric tons,  thousand","286.07",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2010","Metric tons,  thousand","233.71",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2009","Metric tons,  thousand","212.29",""
"Albania","Brown coal briquettes - Consumption by other manuf., const. and non-fuel ind.","2008","Metric tons,  thousand","12.75",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2014","Metric tons,  thousand","369.16",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2013","Metric tons,  thousand","284.14",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2012","Metric tons,  thousand","327.9",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2011","Metric tons,  thousand","286.07",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2010","Metric tons,  thousand","233.71",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2009","Metric tons,  thousand","212.29",""
"Albania","Brown Coal Briquettes - Consumption not elsewhere specified (industry)","2008","Metric tons,  thousand","12.75",""
"Albania","Brown coal briquettes - consumption by Other","2014","Metric tons,  thousand","22.11",""
"Albania","Brown coal briquettes - consumption by Other","2013","Metric tons,  thousand","19.98",""
"Albania","Brown coal briquettes - consumption by Other","2012","Metric tons,  thousand","19.98",""
"Albania","Brown coal briquettes - consumption by Other","2011","Metric tons,  thousand","10.63",""
"Albania","Brown coal briquettes - consumption by Other","2010","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by Other","2009","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by Other","2008","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by Other","1994","Metric tons,  thousand","2","1"
"Albania","Brown coal briquettes - consumption by Other","1993","Metric tons,  thousand","38","1"
"Albania","Brown coal briquettes - consumption by Other","1992","Metric tons,  thousand","37","1"
"Albania","Brown coal briquettes - consumption by Other","1991","Metric tons,  thousand","144","1"
"Albania","Brown coal briquettes - consumption by Other","1990","Metric tons,  thousand","267","1"
"Albania","Brown coal briquettes - consumption by households","2014","Metric tons,  thousand","2.13",""
"Albania","Brown coal briquettes - consumption by households","2013","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by households","2012","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by households","2011","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by households","2010","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - consumption by households","2009","Metric tons,  thousand","0",""
"Albania","Brown coal briquettes - Consumption not elsewhere specified (other)","1994","Metric tons,  thousand","2","1"
"Albania","Brown coal briquettes - Consumption not elsewhere specified (other)","1993","Metric tons,  thousand","38","1"
